Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-05-07,DAL,Tampa Bay Lightning,W,5,2,DAL,Cleveland Cavaliers,W,110,90
2021-05-09,DAL,Chicago Blackhawks,L,2,4,DAL,Cleveland Cavaliers,W,124,97
2021-10-29,DAL,Ottawa Senators,L,1,4,DAL,Denver Nuggets,L,75,106
2021-11-02,DAL,Winnipeg Jets,L,3,4,DAL,Miami Heat,L,110,125
2021-11-10,DAL,Nashville Predators,L,2,4,DAL,Chicago Bulls,L,107,117
2021-11-23,DAL,Edmonton Oilers,W,4,1,DAL,Los Angeles Clippers,W,112,104
2021-11-27,DAL,Arizona Coyotes,W,3,2,DAL,Washington Wizards,L,114,120
2021-12-08,DAL,Vegas Golden Knights,L,4,5,DAL,Memphis Grizzlies,W,104,96
2022-01-09,DAL,St. Louis Blues,L,1,2,DAL,Chicago Bulls,W,113,99
2022-01-12,DAL,Seattle Kraken,W,5,2,DAL,New York Knicks,L,85,108
2022-01-14,DAL,Florida Panthers,L,1,7,DAL,Memphis Grizzlies,W,112,85
2022-01-15,DAL,Tampa Bay Lightning,L,1,3,DAL,Orlando Magic,W,108,92
2022-01-20,DAL,Buffalo Sabres,W,5,4,DAL,Phoenix Suns,L,101,109
2022-01-25,DAL,New Jersey Devils,W,5,1,DAL,Golden State Warriors,L,92,130
2022-01-30,DAL,Boston Bruins,W,6,1,DAL,Orlando Magic,L,108,110
2022-02-15,DAL,Colorado Avalanche,W,4,1,DAL,Miami Heat,W,107,99
2022-02-27,DAL,Buffalo Sabres,W,4,2,DAL,Golden State Warriors,W,107,101
2022-03-19,DAL,New York Islanders,L,2,4,DAL,Charlotte Hornets,L,108,129
2022-03-29,DAL,Anaheim Ducks,W,3,2,DAL,Los Angeles Lakers,W,128,110
2022-04-03,DAL,Seattle Kraken,L,1,4,DAL,Milwaukee Bucks,W,118,112
2022-04-10,DAL,Chicago Blackhawks,W,6,4,DAL,San Antonio Spurs,W,130,120
2022-10-22,DAL,Montreal Canadiens,W,5,2,DAL,Memphis Grizzlies,W,137,96
2022-10-25,DAL,Boston Bruins,L,1,3,DAL,New Orleans Pelicans,L,111,113
2022-10-27,DAL,Washington Capitals,W,2,0,DAL,Brooklyn Nets,W,129,125
2022-10-29,DAL,New York Rangers,L,3,6,DAL,Oklahoma City Thunder,L,111,117
2022-11-15,DAL,Tampa Bay Lightning,L,4,5,DAL,Los Angeles Clippers,W,103,101
2022-11-23,DAL,Chicago Blackhawks,W,6,4,DAL,Boston Celtics,L,112,125
2022-11-26,DAL,Colorado Avalanche,L,1,4,DAL,Toronto Raptors,L,100,105
2022-12-01,DAL,Anaheim Ducks,W,5,0,DAL,Detroit Pistons,L,125,131
2022-12-06,DAL,Toronto Maple Leafs,L,0,4,DAL,Denver Nuggets,W,116,115
2022-12-10,DAL,Detroit Red Wings,W,3,2,DAL,Chicago Bulls,L,115,144
2022-12-12,DAL,Pittsburgh Penguins,L,1,2,DAL,Oklahoma City Thunder,W,121,114
2022-12-17,DAL,Carolina Hurricanes,L,4,5,DAL,Cleveland Cavaliers,L,99,100
2022-12-19,DAL,Columbus Blue Jackets,W,2,1,DAL,Minnesota Timberwolves,L,106,116
2022-12-21,DAL,Edmonton Oilers,L,3,6,DAL,Minnesota Timberwolves,W,104,99
2022-12-23,DAL,Montreal Canadiens,W,4,2,DAL,Houston Rockets,W,112,106
2022-12-27,DAL,Nashville Predators,W,3,2,DAL,New York Knicks,W,126,121
2022-12-29,DAL,Minnesota Wild,W,4,1,DAL,Houston Rockets,W,129,114
2022-12-31,DAL,San Jose Sharks,W,5,2,DAL,San Antonio Spurs,W,126,125
2023-01-08,DAL,Florida Panthers,W,5,1,DAL,Oklahoma City Thunder,L,109,120
2023-01-10,DAL,New York Islanders,W,2,1,DAL,Los Angeles Clippers,L,101,113
2023-01-12,DAL,New York Rangers,L,1,2,DAL,Los Angeles Lakers,W,119,115
2023-01-14,DAL,Calgary Flames,L,5,6,DAL,Portland Trail Blazers,L,119,136
2023-01-18,DAL,San Jose Sharks,L,3,5,DAL,Atlanta Hawks,L,122,130
2023-02-06,DAL,Anaheim Ducks,W,3,2,DAL,Utah Jazz,W,124,111
2023-02-08,DAL,Minnesota Wild,W,4,1,DAL,Los Angeles Clippers,W,110,104
2023-02-11,DAL,Tampa Bay Lightning,L,1,3,DAL,Sacramento Kings,L,128,133
2023-03-02,DAL,Chicago Blackhawks,,,,DAL,Philadelphia 76ers,,,
2023-03-11,DAL,Seattle Kraken,,,,DAL,Memphis Grizzlies,,,
2023-03-13,DAL,Seattle Kraken,,,,DAL,Memphis Grizzlies,,,
2023-04-01,DAL,Colorado Avalanche,,,,DAL,Miami Heat,,,
