NHL Team,Date,Opponent,Result,Team Score,Opponent Score
DAL,2016-11-25,Vancouver Canucks,W,2,1
DAL,2016-11-28,St. Louis Blues,L,3,4
DAL,2016-11-29,Detroit Red Wings,L,1,3
DAL,2016-12-01,Pittsburgh Penguins,L,2,6
DAL,2016-12-03,Colorado Avalanche,W,3,0
DAL,2016-12-06,Calgary Flames,L,1,2
DAL,2016-12-08,Nashville Predators,W,5,2
DAL,2016-12-10,Philadelphia Flyers,L,2,4
DAL,2016-12-11,Chicago Blackhawks,L,1,3
DAL,2016-12-13,Anaheim Ducks,W,6,2
DAL,2016-12-15,New York Rangers,L,0,2
DAL,2016-12-17,Philadelphia Flyers,W,3,1
DAL,2016-12-20,St. Louis Blues,L,2,3
DAL,2016-12-23,Los Angeles Kings,W,3,2
DAL,2016-12-27,Arizona Coyotes,W,3,2
DAL,2016-12-29,Colorado Avalanche,W,4,2
DAL,2016-12-31,Florida Panthers,L,1,3
DAL,2017-01-04,Montreal Canadiens,L,3,4
DAL,2017-01-07,St. Louis Blues,L,3,4
DAL,2017-01-09,Los Angeles Kings,W,6,4
DAL,2017-01-10,Anaheim Ducks,L,0,2
DAL,2017-01-12,Detroit Red Wings,W,5,2
DAL,2017-01-14,Minnesota Wild,L,4,5
DAL,2017-01-16,Buffalo Sabres,L,1,4
DAL,2017-01-17,New York Rangers,W,7,6
DAL,2017-01-19,New York Islanders,L,0,3
DAL,2017-01-21,Washington Capitals,L,3,4
DAL,2017-01-24,Minnesota Wild,L,2,3
DAL,2017-01-26,Buffalo Sabres,W,4,3
DAL,2017-01-31,Toronto Maple Leafs,W,6,3
DAL,2017-02-02,Winnipeg Jets,L,3,4
DAL,2017-02-04,Chicago Blackhawks,L,3,5
DAL,2017-02-07,Toronto Maple Leafs,L,1,3
DAL,2017-02-09,Ottawa Senators,L,2,3
DAL,2017-02-11,Carolina Hurricanes,W,5,2
DAL,2017-02-12,Nashville Predators,L,3,5
DAL,2017-02-14,Winnipeg Jets,L,2,5
DAL,2017-02-16,Minnesota Wild,L,1,3
DAL,2017-02-18,Tampa Bay Lightning,W,4,3
DAL,2017-02-24,Arizona Coyotes,W,5,2
DAL,2017-02-26,Boston Bruins,L,3,6
DAL,2017-02-28,Pittsburgh Penguins,W,3,2
DAL,2017-03-02,New York Islanders,L,4,5
DAL,2017-03-04,Florida Panthers,W,2,1
DAL,2017-03-06,Washington Capitals,W,4,2
DAL,2017-03-08,Ottawa Senators,L,2,5
DAL,2017-03-12,San Jose Sharks,L,1,5
DAL,2017-03-14,Edmonton Oilers,L,1,7
DAL,2017-03-16,Vancouver Canucks,W,4,2
DAL,2017-03-17,Calgary Flames,L,1,3
DAL,2017-03-20,San Jose Sharks,W,1,0
DAL,2017-03-23,Chicago Blackhawks,L,2,3
DAL,2017-03-24,San Jose Sharks,W,6,1
DAL,2017-03-26,New Jersey Devils,W,2,1
DAL,2017-03-28,Montreal Canadiens,L,1,4
DAL,2017-03-30,Boston Bruins,L,0,2
DAL,2017-04-01,Carolina Hurricanes,W,3,0
DAL,2017-04-02,Tampa Bay Lightning,L,3,6
DAL,2017-04-04,Arizona Coyotes,W,3,2
DAL,2017-04-06,Nashville Predators,L,3,7
DAL,2017-04-08,Colorado Avalanche,W,4,3
DAL,2017-10-06,Vegas Golden Knights,L,1,2
DAL,2017-10-07,St. Louis Blues,L,2,4
DAL,2017-10-10,Detroit Red Wings,W,4,2
DAL,2017-10-12,Nashville Predators,L,1,4
DAL,2017-10-14,Colorado Avalanche,W,3,1
DAL,2017-10-17,Arizona Coyotes,W,3,1
DAL,2017-10-19,Arizona Coyotes,W,5,4
DAL,2017-10-21,Carolina Hurricanes,W,4,3
DAL,2017-10-24,Colorado Avalanche,L,3,5
DAL,2017-10-26,Edmonton Oilers,L,4,5
DAL,2017-10-27,Calgary Flames,W,2,1
DAL,2017-10-30,Vancouver Canucks,W,2,1
DAL,2017-11-02,Winnipeg Jets,L,2,5
DAL,2017-11-04,Buffalo Sabres,W,5,1
DAL,2017-11-06,Winnipeg Jets,L,1,4
DAL,2017-11-10,New York Islanders,W,5,0
DAL,2017-11-13,Carolina Hurricanes,L,1,5
DAL,2017-11-14,Florida Panthers,L,3,4
DAL,2017-11-16,Tampa Bay Lightning,L,1,6
DAL,2017-11-18,Edmonton Oilers,W,6,3
DAL,2017-11-21,Montreal Canadiens,W,3,1
DAL,2017-11-22,Colorado Avalanche,L,0,3
DAL,2017-11-24,Calgary Flames,W,6,4
DAL,2017-11-28,Vegas Golden Knights,W,3,0
DAL,2017-11-30,Chicago Blackhawks,W,4,3
DAL,2017-12-02,Chicago Blackhawks,W,3,2
DAL,2017-12-03,Colorado Avalanche,W,7,2
DAL,2017-12-05,Nashville Predators,L,2,5
DAL,2017-12-07,St. Louis Blues,L,0,3
DAL,2017-12-09,Vegas Golden Knights,L,3,5
DAL,2017-12-11,New York Rangers,W,2,1
DAL,2017-12-13,New York Islanders,W,5,2
DAL,2017-12-15,New Jersey Devils,L,2,5
DAL,2017-12-16,Philadelphia Flyers,L,1,2
DAL,2017-12-19,Washington Capitals,L,3,4
DAL,2017-12-21,Chicago Blackhawks,W,4,0
DAL,2017-12-23,Nashville Predators,W,4,3
DAL,2017-12-27,Minnesota Wild,L,2,4
DAL,2017-12-29,St. Louis Blues,W,4,2
DAL,2017-12-31,San Jose Sharks,W,6,0
DAL,2018-01-02,Columbus Blue Jackets,L,1,2
DAL,2018-01-04,New Jersey Devils,W,4,3
DAL,2018-01-06,Edmonton Oilers,W,5,1
DAL,2018-01-13,Colorado Avalanche,L,1,4
DAL,2018-01-15,Boston Bruins,W,3,2
DAL,2018-01-16,Detroit Red Wings,W,4,2
DAL,2018-01-18,Columbus Blue Jackets,L,1,2
DAL,2018-01-20,Buffalo Sabres,W,7,1
DAL,2018-01-23,Florida Panthers,W,6,1
DAL,2018-01-25,Toronto Maple Leafs,L,1,4
DAL,2018-01-30,Los Angeles Kings,L,0,3
DAL,2018-02-01,Arizona Coyotes,W,4,1
DAL,2018-02-03,Minnesota Wild,W,6,1
DAL,2018-02-05,New York Rangers,W,2,1
DAL,2018-02-08,Chicago Blackhawks,W,4,2
DAL,2018-02-09,Pittsburgh Penguins,W,4,3
DAL,2018-02-11,Vancouver Canucks,L,0,6
DAL,2018-02-16,St. Louis Blues,W,2,1
DAL,2018-02-18,San Jose Sharks,L,2,5
DAL,2018-02-21,Anaheim Ducks,L,0,2
DAL,2018-02-22,Los Angeles Kings,W,2,0
