NHL Team,Date,Opponent,Result,Team Score,Opponent Score
NYI,2016-12-15,Chicago Blackhawks,L,4,5
NYI,2016-12-16,Buffalo Sabres,L,2,3
NYI,2016-12-18,Ottawa Senators,L,2,6
NYI,2016-12-20,Boston Bruins,W,4,2
NYI,2016-12-23,Buffalo Sabres,W,5,1
NYI,2016-12-27,Washington Capitals,W,4,3
NYI,2016-12-29,Minnesota Wild,L,4,6
NYI,2016-12-31,Winnipeg Jets,W,6,2
NYI,2017-01-06,Colorado Avalanche,L,1,2
NYI,2017-01-07,Arizona Coyotes,L,1,2
NYI,2017-01-11,Florida Panthers,L,1,2
NYI,2017-01-13,Florida Panthers,W,5,2
NYI,2017-01-14,Carolina Hurricanes,L,4,7
NYI,2017-01-16,Boston Bruins,W,4,0
NYI,2017-01-19,Dallas Stars,W,3,0
NYI,2017-01-21,Los Angeles Kings,W,4,2
NYI,2017-01-22,Philadelphia Flyers,L,2,3
NYI,2017-01-24,Columbus Blue Jackets,W,4,2
NYI,2017-01-26,Montreal Canadiens,W,3,1
NYI,2017-01-31,Washington Capitals,W,3,2
NYI,2017-02-03,Detroit Red Wings,L,4,5
NYI,2017-02-04,Carolina Hurricanes,L,4,5
NYI,2017-02-06,Toronto Maple Leafs,W,6,5
NYI,2017-02-09,Philadelphia Flyers,W,3,1
NYI,2017-02-11,Ottawa Senators,L,0,3
NYI,2017-02-12,Colorado Avalanche,W,5,1
NYI,2017-02-14,Toronto Maple Leafs,L,1,7
NYI,2017-02-16,New York Rangers,W,4,2
NYI,2017-02-18,New Jersey Devils,L,2,3
NYI,2017-02-19,New Jersey Devils,W,6,4
NYI,2017-02-21,Detroit Red Wings,W,3,1
NYI,2017-02-23,Montreal Canadiens,W,3,0
NYI,2017-02-25,Columbus Blue Jackets,L,0,7
NYI,2017-03-02,Dallas Stars,W,5,4
NYI,2017-03-03,Chicago Blackhawks,L,1,2
NYI,2017-03-05,Calgary Flames,L,2,5
NYI,2017-03-07,Edmonton Oilers,W,4,1
NYI,2017-03-09,Vancouver Canucks,W,4,3
NYI,2017-03-11,St. Louis Blues,L,3,4
NYI,2017-03-13,Carolina Hurricanes,L,4,8
NYI,2017-03-14,Carolina Hurricanes,W,3,2
NYI,2017-03-16,Winnipeg Jets,L,2,4
NYI,2017-03-18,Columbus Blue Jackets,L,2,3
NYI,2017-03-22,New York Rangers,W,3,2
NYI,2017-03-24,Pittsburgh Penguins,W,4,3
NYI,2017-03-25,Boston Bruins,L,1,2
NYI,2017-03-27,Nashville Predators,L,1,3
NYI,2017-03-30,Philadelphia Flyers,L,3,6
NYI,2017-03-31,New Jersey Devils,W,2,1
NYI,2017-04-02,Buffalo Sabres,W,4,2
NYI,2017-04-04,Nashville Predators,W,2,1
NYI,2017-04-06,Carolina Hurricanes,W,3,0
NYI,2017-04-08,New Jersey Devils,W,4,2
NYI,2017-04-09,Ottawa Senators,W,4,2
NYI,2017-10-06,Columbus Blue Jackets,L,0,5
NYI,2017-10-07,Buffalo Sabres,W,6,3
NYI,2017-10-09,St. Louis Blues,L,2,3
NYI,2017-10-11,Anaheim Ducks,L,2,3
NYI,2017-10-14,San Jose Sharks,W,3,1
NYI,2017-10-15,Los Angeles Kings,L,2,3
NYI,2017-10-19,New York Rangers,W,4,3
NYI,2017-10-21,San Jose Sharks,W,5,3
NYI,2017-10-24,Arizona Coyotes,W,5,3
NYI,2017-10-26,Minnesota Wild,L,4,6
NYI,2017-10-28,Nashville Predators,W,6,2
NYI,2017-10-30,Vegas Golden Knights,W,6,3
NYI,2017-11-02,Washington Capitals,L,3,4
NYI,2017-11-05,Colorado Avalanche,W,6,4
NYI,2017-11-07,Edmonton Oilers,L,1,2
NYI,2017-11-10,Dallas Stars,L,0,5
NYI,2017-11-11,St. Louis Blues,W,5,2
NYI,2017-11-16,Carolina Hurricanes,W,6,4
NYI,2017-11-18,Tampa Bay Lightning,W,5,3
NYI,2017-11-19,Carolina Hurricanes,L,2,4
NYI,2017-11-22,Philadelphia Flyers,W,4,3
NYI,2017-11-24,Philadelphia Flyers,W,5,4
NYI,2017-11-25,Ottawa Senators,W,2,1
NYI,2017-11-28,Vancouver Canucks,W,5,2
NYI,2017-12-01,Ottawa Senators,L,5,6
NYI,2017-12-04,Florida Panthers,W,5,4
NYI,2017-12-05,Tampa Bay Lightning,L,2,6
NYI,2017-12-07,Pittsburgh Penguins,L,3,4
NYI,2017-12-09,Boston Bruins,L,1,3
NYI,2017-12-11,Washington Capitals,W,3,1
NYI,2017-12-13,Dallas Stars,L,2,5
NYI,2017-12-14,Columbus Blue Jackets,L,4,6
NYI,2017-12-16,Los Angeles Kings,W,4,3
NYI,2017-12-19,Detroit Red Wings,L,3,6
NYI,2017-12-21,Anaheim Ducks,L,4,5
NYI,2017-12-23,Winnipeg Jets,W,5,2
